parallax,parallax_error
7.380182077431217458e+00,8.000000000000000167e-02
7.358718558134373033e+00,8.000000000000000167e-02
7.450025135398530729e+00,8.000000000000000167e-02
7.225085288282981466e+00,8.000000000000000167e-02
7.501367301728142145e+00,8.000000000000000167e-02
7.492766072279032130e+00,8.000000000000000167e-02
7.303241738747743739e+00,8.000000000000000167e-02
7.329123525117694271e+00,8.000000000000000167e-02
7.343313646544912920e+00,8.000000000000000167e-02
7.410871079430059183e+00,8.000000000000000167e-02
7.458685092582564735e+00,8.000000000000000167e-02
7.571238291835993728e+00,8.000000000000000167e-02
7.391611773016394160e+00,8.000000000000000167e-02
7.468807612119697126e+00,8.000000000000000167e-02
7.419840832212162063e+00,8.000000000000000167e-02
7.548201510120067681e+00,8.000000000000000167e-02
7.466780036304332846e+00,8.000000000000000167e-02
7.516891443477366153e+00,8.000000000000000167e-02
7.321193392224730090e+00,8.000000000000000167e-02
7.392028150485331572e+00,8.000000000000000167e-02
7.342305613660044195e+00,8.000000000000000167e-02
7.527803199728071881e+00,8.000000000000000167e-02
7.460018599712829435e+00,8.000000000000000167e-02
7.382995853345206250e+00,8.000000000000000167e-02
7.371209976441774891e+00,8.000000000000000167e-02
7.446180597663943246e+00,8.000000000000000167e-02
7.351287764993043261e+00,8.000000000000000167e-02
7.332960297310434861e+00,8.000000000000000167e-02
7.445909366789130068e+00,8.000000000000000167e-02
7.604457969975825904e+00,8.000000000000000167e-02
7.387716723082222714e+00,8.000000000000000167e-02
7.362938144943923291e+00,8.000000000000000167e-02
7.313714860685363917e+00,8.000000000000000167e-02
7.300606530802657090e+00,8.000000000000000167e-02
7.449406066172545415e+00,8.000000000000000167e-02
7.475471650029692050e+00,8.000000000000000167e-02
7.408141385078006458e+00,8.000000000000000167e-02
7.434013486501504175e+00,8.000000000000000167e-02
7.416680733607975640e+00,8.000000000000000167e-02
7.418499795091185511e+00,8.000000000000000167e-02
7.285314683200780017e+00,8.000000000000000167e-02
7.370757945563469526e+00,8.000000000000000167e-02
7.416325752014603090e+00,8.000000000000000167e-02
7.344754064962312867e+00,8.000000000000000167e-02
7.369293027898621951e+00,8.000000000000000167e-02
7.341877792981188477e+00,8.000000000000000167e-02
7.380727673471532135e+00,8.000000000000000167e-02
7.475656069353417976e+00,8.000000000000000167e-02
7.374880979354959898e+00,8.000000000000000167e-02
7.395097752991638629e+00,8.000000000000000167e-02
7.472504876162457066e+00,8.000000000000000167e-02
7.458989024539961044e+00,8.000000000000000167e-02
7.543024012124178057e+00,8.000000000000000167e-02
7.240168601157120243e+00,8.000000000000000167e-02
7.475956122969256157e+00,8.000000000000000167e-02
7.368824680465561272e+00,8.000000000000000167e-02
7.418182752912837685e+00,8.000000000000000167e-02
7.474424958199332281e+00,8.000000000000000167e-02
7.494067659862714947e+00,8.000000000000000167e-02
7.490555462632114470e+00,8.000000000000000167e-02
7.419815942693667843e+00,8.000000000000000167e-02
7.536180422048872174e+00,8.000000000000000167e-02
7.384769469230116457e+00,8.000000000000000167e-02
7.396128854361744942e+00,8.000000000000000167e-02
7.471355502518933989e+00,8.000000000000000167e-02
7.363297614768970156e+00,8.000000000000000167e-02
7.580279908103507047e+00,8.000000000000000167e-02
7.488943932635777401e+00,8.000000000000000167e-02
7.581453433217038906e+00,8.000000000000000167e-02
7.405280272434945132e+00,8.000000000000000167e-02
7.376760323386502449e+00,8.000000000000000167e-02
7.420771247580761454e+00,8.000000000000000167e-02
7.466173527615902472e+00,8.000000000000000167e-02
7.360413192457486709e+00,8.000000000000000167e-02
7.437783547165203402e+00,8.000000000000000167e-02
7.406063065093740683e+00,8.000000000000000167e-02
7.536661948253523313e+00,8.000000000000000167e-02
7.354391262423337849e+00,8.000000000000000167e-02
7.491100349145704662e+00,8.000000000000000167e-02
7.355898324564206447e+00,8.000000000000000167e-02
7.330556671958813553e+00,8.000000000000000167e-02
7.350583453217357288e+00,8.000000000000000167e-02
7.312192538460027258e+00,8.000000000000000167e-02
7.419115436212723402e+00,8.000000000000000167e-02
7.489908271093700165e+00,8.000000000000000167e-02
7.420552597690191377e+00,8.000000000000000167e-02
7.457353416382197508e+00,8.000000000000000167e-02
7.537981343053417937e+00,8.000000000000000167e-02
7.429009523181715480e+00,8.000000000000000167e-02
7.423020396284455202e+00,8.000000000000000167e-02
7.385402489970585904e+00,8.000000000000000167e-02
7.278748024606504607e+00,8.000000000000000167e-02
7.468186521956853952e+00,8.000000000000000167e-02
7.266890571597329540e+00,8.000000000000000167e-02
7.459621522318113485e+00,8.000000000000000167e-02
7.406261780548691220e+00,8.000000000000000167e-02
7.497549923472242028e+00,8.000000000000000167e-02
7.401985786566570802e+00,8.000000000000000167e-02
7.341551394770793770e+00,8.000000000000000167e-02
7.436040228747613945e+00,8.000000000000000167e-02
7.362588516550757411e+00,8.000000000000000167e-02
7.392930861434462209e+00,8.000000000000000167e-02
7.410757070356367215e+00,8.000000000000000167e-02
7.396643430467753966e+00,8.000000000000000167e-02
7.392303225409501799e+00,8.000000000000000167e-02
7.340811808344443357e+00,8.000000000000000167e-02
7.392276704679982657e+00,8.000000000000000167e-02
7.236340158837725411e+00,8.000000000000000167e-02
7.394820839789389311e+00,8.000000000000000167e-02
7.311562928532853611e+00,8.000000000000000167e-02
7.497028502635169289e+00,8.000000000000000167e-02
7.509001547193107307e+00,8.000000000000000167e-02
7.251325344965707131e+00,8.000000000000000167e-02
7.419000750636678632e+00,8.000000000000000167e-02
7.397298293634066546e+00,8.000000000000000167e-02
7.323670157000938374e+00,8.000000000000000167e-02
7.449939658819327626e+00,8.000000000000000167e-02
7.370472243835028081e+00,8.000000000000000167e-02
7.265999479752479395e+00,8.000000000000000167e-02
7.386073275242850400e+00,8.000000000000000167e-02
7.395547157943400229e+00,8.000000000000000167e-02
7.415921888866725098e+00,8.000000000000000167e-02
7.308908767508786042e+00,8.000000000000000167e-02
7.456661881561134742e+00,8.000000000000000167e-02
7.466243974463318445e+00,8.000000000000000167e-02
7.315741225259015046e+00,8.000000000000000167e-02
7.354698961888753495e+00,8.000000000000000167e-02
7.400980422301058681e+00,8.000000000000000167e-02
7.362133381246418473e+00,8.000000000000000167e-02
7.546907776195382667e+00,8.000000000000000167e-02
7.424077176700067504e+00,8.000000000000000167e-02
7.326560844499071301e+00,8.000000000000000167e-02
7.344358693197424515e+00,8.000000000000000167e-02
7.402809786746949783e+00,8.000000000000000167e-02
7.591069712068096109e+00,8.000000000000000167e-02
7.393146261661562413e+00,8.000000000000000167e-02
7.417605520946591646e+00,8.000000000000000167e-02
7.448531037660061749e+00,8.000000000000000167e-02
7.404197332506363693e+00,8.000000000000000167e-02
7.589860277212744144e+00,8.000000000000000167e-02
7.364885411645394342e+00,8.000000000000000167e-02
7.466943657419069957e+00,8.000000000000000167e-02
7.420242444926093306e+00,8.000000000000000167e-02
7.457103117264720638e+00,8.000000000000000167e-02
7.313275970733828402e+00,8.000000000000000167e-02
7.548856423015982919e+00,8.000000000000000167e-02
7.397685206834330174e+00,8.000000000000000167e-02
7.410140468372809153e+00,8.000000000000000167e-02
7.332609306457907650e+00,8.000000000000000167e-02
7.349031785952747420e+00,8.000000000000000167e-02
7.452546562060850199e+00,8.000000000000000167e-02
7.486327398296261926e+00,8.000000000000000167e-02
7.467667782667706255e+00,8.000000000000000167e-02
7.504125027382492874e+00,8.000000000000000167e-02
7.464566520382574843e+00,8.000000000000000167e-02
7.409684354075955603e+00,8.000000000000000167e-02
7.474329486562968583e+00,8.000000000000000167e-02
7.454895666640045881e+00,8.000000000000000167e-02
7.399361386084091663e+00,8.000000000000000167e-02
7.465493224890621171e+00,8.000000000000000167e-02
7.510263198969733267e+00,8.000000000000000167e-02
7.426173113322143138e+00,8.000000000000000167e-02
7.378910999612941168e+00,8.000000000000000167e-02
7.464904317244313248e+00,8.000000000000000167e-02
7.559465146434014571e+00,8.000000000000000167e-02
7.390562443954411975e+00,8.000000000000000167e-02
7.400022637638128842e+00,8.000000000000000167e-02
7.396495604844637306e+00,8.000000000000000167e-02
7.505248800060446257e+00,8.000000000000000167e-02
7.260431546854355211e+00,8.000000000000000167e-02
7.436675037067204563e+00,8.000000000000000167e-02
7.502788520668277172e+00,8.000000000000000167e-02
7.342336753735282606e+00,8.000000000000000167e-02
7.526525600060405274e+00,8.000000000000000167e-02
7.450232128085030325e+00,8.000000000000000167e-02
7.363484534027004536e+00,8.000000000000000167e-02
7.423738592957625393e+00,8.000000000000000167e-02
7.284648037706110912e+00,8.000000000000000167e-02
7.362161724512569450e+00,8.000000000000000167e-02
7.553559712811352078e+00,8.000000000000000167e-02
7.335903083548343417e+00,8.000000000000000167e-02
7.554973145960301117e+00,8.000000000000000167e-02
7.400881520352185383e+00,8.000000000000000167e-02
7.486980438125523385e+00,8.000000000000000167e-02
7.410919169219365443e+00,8.000000000000000167e-02
7.228088883917514806e+00,8.000000000000000167e-02
7.361595302528647800e+00,8.000000000000000167e-02
7.422595695133918703e+00,8.000000000000000167e-02
7.315331430690759973e+00,8.000000000000000167e-02
7.299614548745600118e+00,8.000000000000000167e-02
7.436702275705241227e+00,8.000000000000000167e-02
7.355454207425210278e+00,8.000000000000000167e-02
7.271741229728956313e+00,8.000000000000000167e-02
7.352678193518891625e+00,8.000000000000000167e-02
7.476266413276185574e+00,8.000000000000000167e-02
7.369507721800812483e+00,8.000000000000000167e-02
7.482189213123556115e+00,8.000000000000000167e-02
7.529589228419395042e+00,8.000000000000000167e-02
7.410008639447048573e+00,8.000000000000000167e-02
7.317032739930176888e+00,8.000000000000000167e-02
7.303282199756223392e+00,8.000000000000000167e-02
7.405307099072434340e+00,8.000000000000000167e-02
7.477891861568066290e+00,8.000000000000000167e-02
7.428928633672476245e+00,8.000000000000000167e-02
7.451187982622465178e+00,8.000000000000000167e-02
7.371940064934981329e+00,8.000000000000000167e-02
7.431441228139242128e+00,8.000000000000000167e-02
7.369702706137205794e+00,8.000000000000000167e-02
7.381358615123640554e+00,8.000000000000000167e-02
7.304027689541866764e+00,8.000000000000000167e-02
7.281630367629433387e+00,8.000000000000000167e-02
7.368850872060291657e+00,8.000000000000000167e-02
7.318799460165184456e+00,8.000000000000000167e-02
7.330707749797821471e+00,8.000000000000000167e-02
7.461091204444638691e+00,8.000000000000000167e-02
7.398840933689537991e+00,8.000000000000000167e-02
7.640537478449211051e+00,8.000000000000000167e-02
7.481514773441265476e+00,8.000000000000000167e-02
7.356752398193043163e+00,8.000000000000000167e-02
7.469647994774999411e+00,8.000000000000000167e-02
7.435951718442606051e+00,8.000000000000000167e-02
7.352552921046020984e+00,8.000000000000000167e-02
7.495615004774202283e+00,8.000000000000000167e-02
7.345381118778266938e+00,8.000000000000000167e-02
7.162736907218478777e+00,8.000000000000000167e-02
7.470932588138596842e+00,8.000000000000000167e-02
7.358026677917985481e+00,8.000000000000000167e-02
7.526290406795770771e+00,8.000000000000000167e-02
7.355433630870055417e+00,8.000000000000000167e-02
7.312899067664578645e+00,8.000000000000000167e-02
7.531284340682764089e+00,8.000000000000000167e-02
7.321367541396579526e+00,8.000000000000000167e-02
7.423678902727611550e+00,8.000000000000000167e-02
7.523385583071146243e+00,8.000000000000000167e-02
7.416567194880278713e+00,8.000000000000000167e-02
7.400960614181984809e+00,8.000000000000000167e-02
7.415601282386493409e+00,8.000000000000000167e-02
7.474531699586513867e+00,8.000000000000000167e-02
7.342862434633024016e+00,8.000000000000000167e-02
7.456258687351068559e+00,8.000000000000000167e-02
7.453573440762565561e+00,8.000000000000000167e-02
7.594024369438010957e+00,8.000000000000000167e-02
7.380485365013126575e+00,8.000000000000000167e-02
7.334221018671374104e+00,8.000000000000000167e-02
7.466262369247940178e+00,8.000000000000000167e-02
7.375634827433469987e+00,8.000000000000000167e-02
7.430536700718077370e+00,8.000000000000000167e-02
7.418013529209828150e+00,8.000000000000000167e-02
7.500878924313456153e+00,8.000000000000000167e-02
7.354860408593802745e+00,8.000000000000000167e-02
7.400025045098754362e+00,8.000000000000000167e-02
7.203238395470372701e+00,8.000000000000000167e-02
7.336198295705052885e+00,8.000000000000000167e-02
7.530314512330491539e+00,8.000000000000000167e-02
7.352886934235858263e+00,8.000000000000000167e-02
7.351289261976011069e+00,8.000000000000000167e-02
7.309974832848607385e+00,8.000000000000000167e-02
7.453794150582281119e+00,8.000000000000000167e-02
7.421646620477148737e+00,8.000000000000000167e-02
7.312458058636973846e+00,8.000000000000000167e-02
7.460803437334552868e+00,8.000000000000000167e-02
7.428215877794858812e+00,8.000000000000000167e-02
7.467730077761982166e+00,8.000000000000000167e-02
7.356089046733232273e+00,8.000000000000000167e-02
7.546448108026248214e+00,8.000000000000000167e-02
7.440196815882160308e+00,8.000000000000000167e-02
7.398056246049312001e+00,8.000000000000000167e-02
7.365900664878820336e+00,8.000000000000000167e-02
7.387821217672350116e+00,8.000000000000000167e-02
7.476110766952968056e+00,8.000000000000000167e-02
7.385890072039536847e+00,8.000000000000000167e-02
7.493658917304056644e+00,8.000000000000000167e-02
7.453861501212334595e+00,8.000000000000000167e-02
7.515127021312329347e+00,8.000000000000000167e-02
7.472535745678701602e+00,8.000000000000000167e-02
7.402372266100540443e+00,8.000000000000000167e-02
7.254660212034883315e+00,8.000000000000000167e-02
7.431293053847173091e+00,8.000000000000000167e-02
7.470533490038479663e+00,8.000000000000000167e-02
7.420438789918375910e+00,8.000000000000000167e-02
7.451921944747401660e+00,8.000000000000000167e-02
7.369677799579611666e+00,8.000000000000000167e-02
7.376969200850523656e+00,8.000000000000000167e-02
7.332016283895482545e+00,8.000000000000000167e-02
7.516359439633212070e+00,8.000000000000000167e-02
7.420078948494857052e+00,8.000000000000000167e-02
7.368008520643594572e+00,8.000000000000000167e-02
7.300859206829036552e+00,8.000000000000000167e-02
7.395142825308762546e+00,8.000000000000000167e-02
7.522817902764411535e+00,8.000000000000000167e-02
7.444361139120792892e+00,8.000000000000000167e-02
7.349445681565393684e+00,8.000000000000000167e-02
7.521767004226223463e+00,8.000000000000000167e-02
7.521688219367250738e+00,8.000000000000000167e-02
7.485869501104951418e+00,8.000000000000000167e-02
7.470512756868860293e+00,8.000000000000000167e-02
7.499859549812533110e+00,8.000000000000000167e-02
7.450868131115059967e+00,8.000000000000000167e-02
7.469407472809339588e+00,8.000000000000000167e-02
7.345005380544906259e+00,8.000000000000000167e-02
7.527372032259549428e+00,8.000000000000000167e-02
7.425901822609605851e+00,8.000000000000000167e-02
7.569344352028476663e+00,8.000000000000000167e-02
7.244027569517676568e+00,8.000000000000000167e-02
7.463840116857997309e+00,8.000000000000000167e-02
7.485924330643674907e+00,8.000000000000000167e-02
7.379972798531290401e+00,8.000000000000000167e-02
7.443602952005428541e+00,8.000000000000000167e-02
7.467273519274026938e+00,8.000000000000000167e-02
7.453597928390998995e+00,8.000000000000000167e-02
7.364234666920643768e+00,8.000000000000000167e-02
7.396052381010962407e+00,8.000000000000000167e-02
7.488930564749861851e+00,8.000000000000000167e-02
7.509593014144932965e+00,8.000000000000000167e-02
7.415325554896050164e+00,8.000000000000000167e-02
7.413570005730607981e+00,8.000000000000000167e-02
7.423447115707178412e+00,8.000000000000000167e-02
7.490420624194757515e+00,8.000000000000000167e-02
7.323084329971912609e+00,8.000000000000000167e-02
7.301082140691495859e+00,8.000000000000000167e-02
7.417352604702503349e+00,8.000000000000000167e-02
7.318885105967126492e+00,8.000000000000000167e-02
7.360438649434200009e+00,8.000000000000000167e-02
7.414311066471298339e+00,8.000000000000000167e-02
7.446007801840654139e+00,8.000000000000000167e-02
7.321640060568985753e+00,8.000000000000000167e-02
7.471535843147823819e+00,8.000000000000000167e-02
7.265510237631796819e+00,8.000000000000000167e-02
7.451040691349470002e+00,8.000000000000000167e-02
7.281188867314648760e+00,8.000000000000000167e-02
7.305413536032088651e+00,8.000000000000000167e-02
7.458785161773596961e+00,8.000000000000000167e-02
7.374898429524637145e+00,8.000000000000000167e-02
7.343762743587379127e+00,8.000000000000000167e-02
7.371825266664228771e+00,8.000000000000000167e-02
7.444610014939836873e+00,8.000000000000000167e-02
7.403083663716977902e+00,8.000000000000000167e-02
7.405056785370748074e+00,8.000000000000000167e-02
7.491789519431948818e+00,8.000000000000000167e-02
7.350096160029542247e+00,8.000000000000000167e-02
7.369652713121368492e+00,8.000000000000000167e-02
7.365613009100101749e+00,8.000000000000000167e-02
7.500921180262340116e+00,8.000000000000000167e-02
7.486719860053653974e+00,8.000000000000000167e-02
7.510373531756867393e+00,8.000000000000000167e-02
7.404707358845634246e+00,8.000000000000000167e-02
7.394863203260316098e+00,8.000000000000000167e-02
7.475629247089612406e+00,8.000000000000000167e-02
7.375854473020161173e+00,8.000000000000000167e-02
7.473860716077395772e+00,8.000000000000000167e-02
7.465350827533815625e+00,8.000000000000000167e-02
7.351541966352383994e+00,8.000000000000000167e-02
7.400751833868195462e+00,8.000000000000000167e-02
7.397867328000937270e+00,8.000000000000000167e-02
7.546074637817657305e+00,8.000000000000000167e-02
7.614433274534213147e+00,8.000000000000000167e-02
7.399413227480588162e+00,8.000000000000000167e-02
7.408532581720111310e+00,8.000000000000000167e-02
7.224880651024297329e+00,8.000000000000000167e-02
7.424329991377795146e+00,8.000000000000000167e-02
7.406844769621421243e+00,8.000000000000000167e-02
7.321579904064757116e+00,8.000000000000000167e-02
7.470254946028385135e+00,8.000000000000000167e-02
7.282147102511205894e+00,8.000000000000000167e-02
7.390219171263530562e+00,8.000000000000000167e-02
7.418515948385254966e+00,8.000000000000000167e-02
7.307487411982203973e+00,8.000000000000000167e-02
7.475946666783946704e+00,8.000000000000000167e-02
7.491852347345192342e+00,8.000000000000000167e-02
7.296493739153531166e+00,8.000000000000000167e-02
7.294780319520538292e+00,8.000000000000000167e-02
7.455588166105735048e+00,8.000000000000000167e-02
7.404967647136128761e+00,8.000000000000000167e-02
7.310495156229849023e+00,8.000000000000000167e-02
7.383789268777778858e+00,8.000000000000000167e-02
7.398806072957066604e+00,8.000000000000000167e-02
7.395964292706787013e+00,8.000000000000000167e-02
7.473606499310899487e+00,8.000000000000000167e-02
7.438143267397380853e+00,8.000000000000000167e-02
7.548964511908228481e+00,8.000000000000000167e-02
7.517356246768424732e+00,8.000000000000000167e-02
7.461685309190849047e+00,8.000000000000000167e-02
7.493573757377765432e+00,8.000000000000000167e-02
7.513312981069769414e+00,8.000000000000000167e-02
7.463886994346599302e+00,8.000000000000000167e-02
7.309348025089500211e+00,8.000000000000000167e-02
7.476160780327752775e+00,8.000000000000000167e-02
