time,flux,flux_err
8.772000000000000908e-01,1.000464322646133386e+00,2.000000000000000042e-03
8.976000000000000645e-01,1.000233371618281408e+00,2.000000000000000042e-03
9.180000000000000382e-01,1.000437377193458044e+00,2.000000000000000042e-03
9.384000000000001229e-01,1.001742857555896427e+00,2.000000000000000042e-03
9.588000000000000966e-01,1.000447191097549426e+00,2.000000000000000042e-03
9.792000000000000703e-01,1.001357827126143851e+00,2.000000000000000042e-03
9.996000000000000441e-01,1.000135158138977687e+00,2.000000000000000042e-03
1.020000000000000018e+00,1.000578238797380060e+00,2.000000000000000042e-03
1.040399999999999991e+00,1.001262576451677155e+00,2.000000000000000042e-03
1.060799999999999965e+00,9.970856883602886578e-01,2.000000000000000042e-03
1.081200000000000161e+00,9.993606575672854264e-01,2.000000000000000042e-03
1.101600000000000135e+00,9.990592546914144334e-01,2.000000000000000042e-03
1.122000000000000108e+00,9.987222443035133068e-01,2.000000000000000042e-03
1.142400000000000082e+00,9.994497154975466868e-01,2.000000000000000042e-03
1.162800000000000056e+00,1.002989882622468798e+00,2.000000000000000042e-03
1.183200000000000029e+00,9.982683377686135673e-01,2.000000000000000042e-03
1.203600000000000003e+00,1.001936556709182913e+00,2.000000000000000042e-03
1.224000000000000199e+00,9.966342604567683949e-01,2.000000000000000042e-03
1.244400000000000173e+00,9.993302299400284028e-01,2.000000000000000042e-03
1.264800000000000146e+00,1.000325506130210096e+00,2.000000000000000042e-03
1.285200000000000120e+00,1.001172444662718597e+00,2.000000000000000042e-03
1.305600000000000094e+00,1.001422453159585668e+00,2.000000000000000042e-03
1.326000000000000068e+00,1.001586694470399941e+00,2.000000000000000042e-03
1.346400000000000041e+00,9.993025498555031527e-01,2.000000000000000042e-03
1.366800000000000015e+00,9.990752964146708548e-01,2.000000000000000042e-03
1.387199999999999989e+00,1.001715951762514267e+00,2.000000000000000042e-03
1.407600000000000184e+00,9.996173913502367503e-01,2.000000000000000042e-03
1.428000000000000158e+00,9.974486273533241798e-01,2.000000000000000042e-03
1.448400000000000132e+00,9.977334255719930711e-01,2.000000000000000042e-03
1.468800000000000106e+00,9.981610954279968029e-01,2.000000000000000042e-03
1.489200000000000079e+00,1.000994321488107630e+00,2.000000000000000042e-03
1.509600000000000053e+00,1.000284851472141190e+00,2.000000000000000042e-03
1.530000000000000027e+00,1.001380970708135587e+00,2.000000000000000042e-03
1.550400000000000222e+00,9.991454947073269421e-01,2.000000000000000042e-03
1.570800000000000196e+00,1.000317079382153418e+00,2.000000000000000042e-03
1.591200000000000170e+00,1.001251180787934736e+00,2.000000000000000042e-03
1.611600000000000144e+00,9.993813069205594868e-01,2.000000000000000042e-03
1.632000000000000117e+00,1.000913550475114766e+00,2.000000000000000042e-03
1.652400000000000091e+00,9.986761481178666466e-01,2.000000000000000042e-03
1.672800000000000065e+00,9.992738923068698043e-01,2.000000000000000042e-03
1.693200000000000038e+00,9.992365242120033741e-01,2.000000000000000042e-03
1.713600000000000012e+00,9.976083207088218829e-01,2.000000000000000042e-03
1.734000000000000208e+00,1.000973944961571105e+00,2.000000000000000042e-03
1.754400000000000182e+00,9.990611953195945860e-01,2.000000000000000042e-03
1.774800000000000155e+00,1.000024988237455448e+00,2.000000000000000042e-03
1.795200000000000129e+00,1.000961493317811923e+00,2.000000000000000042e-03
1.815600000000000103e+00,1.000893062352059992e+00,2.000000000000000042e-03
1.836000000000000076e+00,1.001330770217945476e+00,2.000000000000000042e-03
1.856400000000000050e+00,9.998030290309811718e-01,2.000000000000000042e-03
1.876800000000000246e+00,9.991534033759117417e-01,2.000000000000000042e-03
1.897200000000000220e+00,9.998405635781871803e-01,2.000000000000000042e-03
1.917600000000000193e+00,9.966253311320839581e-01,2.000000000000000042e-03
1.938000000000000167e+00,9.971057750551538534e-01,2.000000000000000042e-03
1.958400000000000141e+00,9.973546007752911446e-01,2.000000000000000042e-03
1.978800000000000114e+00,9.980055063447970110e-01,2.000000000000000042e-03
1.999200000000000088e+00,1.000799548453446874e+00,2.000000000000000042e-03
2.019600000000000062e+00,9.981890418892799266e-01,2.000000000000000042e-03
2.040000000000000036e+00,9.992436748919212297e-01,2.000000000000000042e-03
2.060400000000000009e+00,1.002598456595572118e+00,2.000000000000000042e-03
2.080799999999999983e+00,9.992874720578771575e-01,2.000000000000000042e-03
2.101199999999999957e+00,1.001475031136934257e+00,2.000000000000000042e-03
2.121599999999999930e+00,9.981327646399802411e-01,2.000000000000000042e-03
2.142000000000000348e+00,9.995891248842647681e-01,2.000000000000000042e-03
2.162400000000000322e+00,9.980999558901788582e-01,2.000000000000000042e-03
2.182800000000000296e+00,9.993219338481988956e-01,2.000000000000000042e-03
2.203200000000000269e+00,1.001680616274914781e+00,2.000000000000000042e-03
2.223600000000000243e+00,9.965453591536153066e-01,2.000000000000000042e-03
2.244000000000000217e+00,1.000868847287091690e+00,2.000000000000000042e-03
2.264400000000000190e+00,1.000475471204664624e+00,2.000000000000000042e-03
2.284800000000000164e+00,9.988117000886064245e-01,2.000000000000000042e-03
2.305200000000000138e+00,9.971078842912231011e-01,2.000000000000000042e-03
2.325600000000000112e+00,1.000144259015427695e+00,2.000000000000000042e-03
2.346000000000000085e+00,9.989410145818723441e-01,2.000000000000000042e-03
2.366400000000000059e+00,1.000465352422709397e+00,2.000000000000000042e-03
2.386800000000000033e+00,1.000043704291046831e+00,2.000000000000000042e-03
2.407200000000000006e+00,1.003203557782641919e+00,2.000000000000000042e-03
2.427599999999999980e+00,9.995212887450539707e-01,2.000000000000000042e-03
2.448000000000000398e+00,9.979530050147562559e-01,2.000000000000000042e-03
2.468400000000000372e+00,1.000358551269912688e+00,2.000000000000000042e-03
2.488800000000000345e+00,1.000439993367943536e+00,2.000000000000000042e-03
2.509200000000000319e+00,1.002718375150480901e+00,2.000000000000000042e-03
2.529600000000000293e+00,1.001670222491829243e+00,2.000000000000000042e-03
2.550000000000000266e+00,1.000713742118298999e+00,2.000000000000000042e-03
2.570400000000000240e+00,1.002926605782439085e+00,2.000000000000000042e-03
2.590800000000000214e+00,9.976224738913542778e-01,2.000000000000000042e-03
2.611200000000000188e+00,9.987204969345004901e-01,2.000000000000000042e-03
2.631600000000000161e+00,9.981468481171889007e-01,2.000000000000000042e-03
2.652000000000000135e+00,9.912203803936884272e-01,2.000000000000000042e-03
2.672400000000000109e+00,9.872466277048873584e-01,2.000000000000000042e-03
2.692800000000000082e+00,9.912703018936287469e-01,2.000000000000000042e-03
2.713200000000000056e+00,9.895555546058024676e-01,2.000000000000000042e-03
2.733600000000000030e+00,9.870583874109947198e-01,2.000000000000000042e-03
2.754000000000000004e+00,9.939688418375848267e-01,2.000000000000000042e-03
2.774399999999999977e+00,1.000627027694900306e+00,2.000000000000000042e-03
2.794800000000000395e+00,1.001676253135788786e+00,2.000000000000000042e-03
2.815200000000000369e+00,1.003993461783383667e+00,2.000000000000000042e-03
2.835600000000000342e+00,1.005827724932014666e+00,2.000000000000000042e-03
2.856000000000000316e+00,1.000828818866551950e+00,2.000000000000000042e-03
2.876400000000000290e+00,9.980209237599362293e-01,2.000000000000000042e-03
2.896800000000000264e+00,9.957359074385373487e-01,2.000000000000000042e-03
2.917200000000000237e+00,1.000535422924687667e+00,2.000000000000000042e-03
2.937600000000000211e+00,9.983741178093793467e-01,2.000000000000000042e-03
2.958000000000000185e+00,9.991692854796406786e-01,2.000000000000000042e-03
2.978400000000000158e+00,9.987758064018803505e-01,2.000000000000000042e-03
2.998800000000000132e+00,9.997184182271672270e-01,2.000000000000000042e-03
3.019200000000000106e+00,1.002131960461575266e+00,2.000000000000000042e-03
3.039600000000000080e+00,1.000314097134890723e+00,2.000000000000000042e-03
3.060000000000000053e+00,9.996827303259225861e-01,2.000000000000000042e-03
3.080400000000000027e+00,9.979286924943483461e-01,2.000000000000000042e-03
3.100800000000000445e+00,9.966506341105912936e-01,2.000000000000000042e-03
3.121200000000000419e+00,9.990273841818533285e-01,2.000000000000000042e-03
3.141600000000000392e+00,9.998924348983633248e-01,2.000000000000000042e-03
3.162000000000000366e+00,1.003535859827159760e+00,2.000000000000000042e-03
3.182400000000000340e+00,1.000260549042945701e+00,2.000000000000000042e-03
3.202800000000000313e+00,1.001965479022046024e+00,2.000000000000000042e-03
3.223200000000000287e+00,9.990014088029216532e-01,2.000000000000000042e-03
3.243600000000000261e+00,9.976301124671659304e-01,2.000000000000000042e-03
3.264000000000000234e+00,9.980697664755352472e-01,2.000000000000000042e-03
3.284400000000000208e+00,9.985495478709285333e-01,2.000000000000000042e-03
3.304800000000000182e+00,1.004256939464870380e+00,2.000000000000000042e-03
3.325200000000000156e+00,9.983572266415512431e-01,2.000000000000000042e-03
3.345600000000000129e+00,1.001676978407472607e+00,2.000000000000000042e-03
3.366000000000000103e+00,9.981941456438259141e-01,2.000000000000000042e-03
3.386400000000000077e+00,1.001863146025748552e+00,2.000000000000000042e-03
3.406800000000000050e+00,1.000769901932211825e+00,2.000000000000000042e-03
3.427200000000000024e+00,9.996867242046838520e-01,2.000000000000000042e-03
3.447600000000000442e+00,9.999184749477291190e-01,2.000000000000000042e-03
3.468000000000000416e+00,9.986904246091412585e-01,2.000000000000000042e-03
3.488400000000000389e+00,1.000892144402964146e+00,2.000000000000000042e-03
3.508800000000000363e+00,9.990900330393184259e-01,2.000000000000000042e-03
3.529200000000000337e+00,9.975487884724655308e-01,2.000000000000000042e-03
3.549600000000000311e+00,9.974441248513608027e-01,2.000000000000000042e-03
3.570000000000000284e+00,1.000345175835444245e+00,2.000000000000000042e-03
3.590400000000000258e+00,1.003158182512820851e+00,2.000000000000000042e-03
3.610800000000000232e+00,1.000319983227146770e+00,2.000000000000000042e-03
3.631200000000000205e+00,9.997627233477802688e-01,2.000000000000000042e-03
3.651600000000000179e+00,1.000571652279205193e+00,2.000000000000000042e-03
3.672000000000000153e+00,1.002612003483413616e+00,2.000000000000000042e-03
3.692400000000000126e+00,1.000438765002727770e+00,2.000000000000000042e-03
3.712800000000000100e+00,9.991781455383325072e-01,2.000000000000000042e-03
3.733200000000000074e+00,1.002212577420119821e+00,2.000000000000000042e-03
3.753600000000000492e+00,1.000857512876923261e+00,2.000000000000000042e-03
3.774000000000000465e+00,1.003071511983991915e+00,2.000000000000000042e-03
3.794400000000000439e+00,1.000366468874443804e+00,2.000000000000000042e-03
3.814800000000000413e+00,9.975510619365589582e-01,2.000000000000000042e-03
3.835200000000000387e+00,9.972636816015086891e-01,2.000000000000000042e-03
3.855600000000000360e+00,1.003301855864462411e+00,2.000000000000000042e-03
3.876000000000000334e+00,1.003447331441566615e+00,2.000000000000000042e-03
3.896400000000000308e+00,9.996409615734348497e-01,2.000000000000000042e-03
3.916800000000000281e+00,9.992336253577279725e-01,2.000000000000000042e-03
3.937200000000000255e+00,1.002922888584484307e+00,2.000000000000000042e-03
3.957600000000000229e+00,9.977859086359129881e-01,2.000000000000000042e-03
3.978000000000000203e+00,9.982105459620883581e-01,2.000000000000000042e-03
3.998400000000000176e+00,1.001286653589378073e+00,2.000000000000000042e-03
4.018800000000000594e+00,9.992107897542807926e-01,2.000000000000000042e-03
4.039200000000000124e+00,9.999897562665598372e-01,2.000000000000000042e-03
4.059600000000000541e+00,9.996731142029510186e-01,2.000000000000000042e-03
4.080000000000000071e+00,1.000675149097597805e+00,2.000000000000000042e-03
4.100400000000000489e+00,1.002814963722627351e+00,2.000000000000000042e-03
4.120800000000000018e+00,1.000181169813803450e+00,2.000000000000000042e-03
4.141200000000000436e+00,1.001287877586553687e+00,2.000000000000000042e-03
4.161599999999999966e+00,9.958996557979379327e-01,2.000000000000000042e-03
4.182000000000000384e+00,9.999025631961397931e-01,2.000000000000000042e-03
4.202399999999999913e+00,9.983135394594142564e-01,2.000000000000000042e-03
4.222800000000000331e+00,9.975623738791526973e-01,2.000000000000000042e-03
4.243199999999999861e+00,9.982436952661425389e-01,2.000000000000000042e-03
4.263600000000000279e+00,9.993317531185983427e-01,2.000000000000000042e-03
4.284000000000000696e+00,1.001831805084711924e+00,2.000000000000000042e-03
4.304400000000000226e+00,9.973472145645209119e-01,2.000000000000000042e-03
4.324800000000000644e+00,1.000061262985188826e+00,2.000000000000000042e-03
4.345200000000000173e+00,9.990316611333328600e-01,2.000000000000000042e-03
4.365600000000000591e+00,9.993446538112761290e-01,2.000000000000000042e-03
4.386000000000000121e+00,1.002005515650609135e+00,2.000000000000000042e-03
4.406400000000000539e+00,1.001076230874007766e+00,2.000000000000000042e-03
4.426800000000000068e+00,1.002674796214885422e+00,2.000000000000000042e-03
4.447200000000000486e+00,9.996909886415001889e-01,2.000000000000000042e-03
4.467600000000000016e+00,9.986081147766585620e-01,2.000000000000000042e-03
4.488000000000000433e+00,9.995522823662390532e-01,2.000000000000000042e-03
4.508399999999999963e+00,1.000484993582542392e+00,2.000000000000000042e-03
4.528800000000000381e+00,1.000353146716907338e+00,2.000000000000000042e-03
4.549199999999999910e+00,9.978312238555332447e-01,2.000000000000000042e-03
4.569600000000000328e+00,1.000180979563255690e+00,2.000000000000000042e-03
4.590000000000000746e+00,1.000456456660277826e+00,2.000000000000000042e-03
4.610400000000000276e+00,1.005034948075067769e+00,2.000000000000000042e-03
4.630800000000000693e+00,1.003753689222563361e+00,2.000000000000000042e-03
4.651200000000000223e+00,9.982935132988823845e-01,2.000000000000000042e-03
4.671600000000000641e+00,9.994252332769016922e-01,2.000000000000000042e-03
4.692000000000000171e+00,9.970731159963259760e-01,2.000000000000000042e-03
4.712400000000000588e+00,9.988185859720730697e-01,2.000000000000000042e-03
4.732800000000000118e+00,1.000631210007180583e+00,2.000000000000000042e-03
4.753200000000000536e+00,1.002411707241776417e+00,2.000000000000000042e-03
4.773600000000000065e+00,9.985418323245127681e-01,2.000000000000000042e-03
4.794000000000000483e+00,9.986917071198644358e-01,2.000000000000000042e-03
4.814400000000000013e+00,9.957054219405226947e-01,2.000000000000000042e-03
4.834800000000000431e+00,9.996746681589101513e-01,2.000000000000000042e-03
4.855199999999999960e+00,9.878751711762808752e-01,2.000000000000000042e-03
4.875600000000000378e+00,9.889411211452678874e-01,2.000000000000000042e-03
4.896000000000000796e+00,9.882462784436648606e-01,2.000000000000000042e-03
4.916400000000000325e+00,9.898114748914949024e-01,2.000000000000000042e-03
4.936800000000000743e+00,9.864845432172867357e-01,2.000000000000000042e-03
4.957200000000000273e+00,9.951992428425510129e-01,2.000000000000000042e-03
4.977600000000000691e+00,1.004258494224056664e+00,2.000000000000000042e-03
4.998000000000000220e+00,9.974251548374519771e-01,2.000000000000000042e-03
5.018400000000000638e+00,9.978064288430906759e-01,2.000000000000000042e-03
5.038800000000000168e+00,1.003673827056642542e+00,2.000000000000000042e-03
5.059200000000000585e+00,1.005810134338480877e+00,2.000000000000000042e-03
5.079600000000000115e+00,9.976568667423493242e-01,2.000000000000000042e-03
5.100000000000000533e+00,9.992635020864238937e-01,2.000000000000000042e-03
5.120400000000000063e+00,1.000683111101881018e+00,2.000000000000000042e-03
5.140800000000000480e+00,1.003457395288811282e+00,2.000000000000000042e-03
5.161200000000000010e+00,9.980262858431435680e-01,2.000000000000000042e-03
5.181600000000000428e+00,9.995094443081158353e-01,2.000000000000000042e-03
5.201999999999999957e+00,1.001554675152123597e+00,2.000000000000000042e-03
5.222400000000000375e+00,1.000869532148933150e+00,2.000000000000000042e-03
5.242800000000000793e+00,9.992476878575398125e-01,2.000000000000000042e-03
5.263200000000000323e+00,9.997323540709679435e-01,2.000000000000000042e-03
5.283600000000000740e+00,9.972502083832600617e-01,2.000000000000000042e-03
5.304000000000000270e+00,9.995236525120506643e-01,2.000000000000000042e-03
5.324400000000000688e+00,9.994672250199820862e-01,2.000000000000000042e-03
5.344800000000000217e+00,1.000464339779252532e+00,2.000000000000000042e-03
5.365200000000000635e+00,9.988893455623619744e-01,2.000000000000000042e-03
5.385600000000000165e+00,1.000943077045090224e+00,2.000000000000000042e-03
5.406000000000000583e+00,1.002025431635639618e+00,2.000000000000000042e-03
5.426400000000000112e+00,1.000310858655336865e+00,2.000000000000000042e-03
5.446800000000000530e+00,1.000703512816798479e+00,2.000000000000000042e-03
5.467200000000000060e+00,1.000106310695155765e+00,2.000000000000000042e-03
5.487600000000000477e+00,1.000000168786182808e+00,2.000000000000000042e-03
5.508000000000000007e+00,9.985568839329143076e-01,2.000000000000000042e-03
5.528400000000000425e+00,1.000632988523346700e+00,2.000000000000000042e-03
5.548799999999999955e+00,9.998054268031729697e-01,2.000000000000000042e-03
5.569200000000000372e+00,1.004186336617861164e+00,2.000000000000000042e-03
5.589600000000000790e+00,1.003146709804950465e+00,2.000000000000000042e-03
5.610000000000000320e+00,1.000771693105112936e+00,2.000000000000000042e-03
5.630400000000000738e+00,9.984738855806104540e-01,2.000000000000000042e-03
5.650800000000000267e+00,9.977751770560331357e-01,2.000000000000000042e-03
5.671200000000000685e+00,1.002382285906177728e+00,2.000000000000000042e-03
5.691600000000000215e+00,1.000525498450294259e+00,2.000000000000000042e-03
5.712000000000000632e+00,1.000960286806783284e+00,2.000000000000000042e-03
5.732400000000000162e+00,9.965108280260516205e-01,2.000000000000000042e-03
5.752800000000000580e+00,1.001854876963116370e+00,2.000000000000000042e-03
5.773200000000000109e+00,1.000908840676428824e+00,2.000000000000000042e-03
5.793600000000000527e+00,9.977791386311710697e-01,2.000000000000000042e-03
5.814000000000000057e+00,9.990569503851001176e-01,2.000000000000000042e-03
5.834400000000000475e+00,1.000527434408712946e+00,2.000000000000000042e-03
5.854800000000000004e+00,1.000104933596712486e+00,2.000000000000000042e-03
5.875200000000000422e+00,9.994156576283929061e-01,2.000000000000000042e-03
5.895600000000000840e+00,9.997930234638681135e-01,2.000000000000000042e-03
5.916000000000000369e+00,9.994960452435862619e-01,2.000000000000000042e-03
5.936400000000000787e+00,1.000305125024204989e+00,2.000000000000000042e-03
5.956800000000000317e+00,1.002942983945986244e+00,2.000000000000000042e-03
5.977200000000000735e+00,9.948666831181374182e-01,2.000000000000000042e-03
5.997600000000000264e+00,9.995262994709805948e-01,2.000000000000000042e-03
6.018000000000000682e+00,1.000353024842744798e+00,2.000000000000000042e-03
6.038400000000000212e+00,1.000591987979374098e+00,2.000000000000000042e-03
6.058800000000000630e+00,9.992561708373574048e-01,2.000000000000000042e-03
6.079200000000000159e+00,9.964865564350428029e-01,2.000000000000000042e-03
6.099600000000000577e+00,1.000655990967428188e+00,2.000000000000000042e-03
6.120000000000000107e+00,1.003454700428328294e+00,2.000000000000000042e-03
6.140400000000000524e+00,9.969322771901677482e-01,2.000000000000000042e-03
6.160800000000000054e+00,1.001727656027396440e+00,2.000000000000000042e-03
6.181200000000000472e+00,9.993429495537542451e-01,2.000000000000000042e-03
6.201600000000000890e+00,9.998773513083423214e-01,2.000000000000000042e-03
6.222000000000000419e+00,9.978942029785921042e-01,2.000000000000000042e-03
6.242400000000000837e+00,9.993310876552882194e-01,2.000000000000000042e-03
6.262800000000000367e+00,1.002600089189398025e+00,2.000000000000000042e-03
6.283200000000000784e+00,1.001165310483975501e+00,2.000000000000000042e-03
6.303600000000000314e+00,1.003464623210819973e+00,2.000000000000000042e-03
6.324000000000000732e+00,1.002354823777955373e+00,2.000000000000000042e-03
6.344400000000000261e+00,1.000878173357859113e+00,2.000000000000000042e-03
6.364800000000000679e+00,1.003487869052335668e+00,2.000000000000000042e-03
6.385200000000000209e+00,1.000877986317476598e+00,2.000000000000000042e-03
6.405600000000000627e+00,1.001655976353594157e+00,2.000000000000000042e-03
6.426000000000000156e+00,9.994068580929306167e-01,2.000000000000000042e-03
6.446400000000000574e+00,1.000133091631718374e+00,2.000000000000000042e-03
6.466800000000000104e+00,9.986051523533994168e-01,2.000000000000000042e-03
6.487200000000000522e+00,1.001979167869189613e+00,2.000000000000000042e-03
6.507600000000000051e+00,9.976433927537702306e-01,2.000000000000000042e-03
6.528000000000000469e+00,1.001564700684835385e+00,2.000000000000000042e-03
6.548400000000000887e+00,9.996186978849896931e-01,2.000000000000000042e-03
6.568800000000000416e+00,1.002342494186934552e+00,2.000000000000000042e-03
6.589200000000000834e+00,1.001501737977462447e+00,2.000000000000000042e-03
6.609600000000000364e+00,1.003641292315293532e+00,2.000000000000000042e-03
6.630000000000000782e+00,1.001461549382277383e+00,2.000000000000000042e-03
6.650400000000000311e+00,9.968559194886935648e-01,2.000000000000000042e-03
6.670800000000000729e+00,9.998660936542036470e-01,2.000000000000000042e-03
6.691200000000000259e+00,9.976559856148103922e-01,2.000000000000000042e-03
6.711600000000000676e+00,9.989634403152674036e-01,2.000000000000000042e-03
6.732000000000000206e+00,1.003022456866553336e+00,2.000000000000000042e-03
6.752400000000000624e+00,1.001275067621795412e+00,2.000000000000000042e-03
6.772800000000000153e+00,9.986021391428424598e-01,2.000000000000000042e-03
6.793200000000000571e+00,9.979725652671191938e-01,2.000000000000000042e-03
6.813600000000000101e+00,1.000065564185752542e+00,2.000000000000000042e-03
6.834000000000000519e+00,9.975668797012376965e-01,2.000000000000000042e-03
6.854400000000000048e+00,9.986577194452068706e-01,2.000000000000000042e-03
6.874800000000000466e+00,1.000624018943102378e+00,2.000000000000000042e-03
6.895200000000000884e+00,1.002310624072213496e+00,2.000000000000000042e-03
6.915600000000000414e+00,1.001217522944448879e+00,2.000000000000000042e-03
6.936000000000000831e+00,9.954174209828038355e-01,2.000000000000000042e-03
6.956400000000000361e+00,1.000608733458060451e+00,2.000000000000000042e-03
6.976800000000000779e+00,1.000144067146465199e+00,2.000000000000000042e-03
6.997200000000000308e+00,1.000827780570745285e+00,2.000000000000000042e-03
7.017600000000000726e+00,1.003232419363302430e+00,2.000000000000000042e-03
7.038000000000000256e+00,9.958735234463904629e-01,2.000000000000000042e-03
7.058400000000000674e+00,9.888177931496178186e-01,2.000000000000000042e-03
7.078800000000000203e+00,9.911818126455866906e-01,2.000000000000000042e-03
7.099200000000000621e+00,9.868368112010921234e-01,2.000000000000000042e-03
7.119600000000000151e+00,9.929518980961069552e-01,2.000000000000000042e-03
7.140000000000000568e+00,9.907367132254013553e-01,2.000000000000000042e-03
7.160400000000000098e+00,1.001693167971686727e+00,2.000000000000000042e-03
7.180800000000000516e+00,9.988581126769564555e-01,2.000000000000000042e-03
7.201200000000000934e+00,1.001627527379932436e+00,2.000000000000000042e-03
7.221600000000000463e+00,1.002136943111977985e+00,2.000000000000000042e-03
7.242000000000000881e+00,1.000465756040274323e+00,2.000000000000000042e-03
7.262400000000000411e+00,1.000468801785397321e+00,2.000000000000000042e-03
7.282800000000000828e+00,1.000540686478563535e+00,2.000000000000000042e-03
7.303200000000000358e+00,9.982733094705212862e-01,2.000000000000000042e-03
7.323600000000000776e+00,9.997049426395192562e-01,2.000000000000000042e-03
7.344000000000000306e+00,9.996949549350953035e-01,2.000000000000000042e-03
7.364400000000000723e+00,1.000766787728706975e+00,2.000000000000000042e-03
7.384800000000000253e+00,1.001999648493820505e+00,2.000000000000000042e-03
7.405200000000000671e+00,9.978829278360431543e-01,2.000000000000000042e-03
7.425600000000000200e+00,9.997499819393608211e-01,2.000000000000000042e-03
7.446000000000000618e+00,1.002962911095317988e+00,2.000000000000000042e-03
7.466400000000000148e+00,9.985128235423749166e-01,2.000000000000000042e-03
7.486800000000000566e+00,9.983554999654193907e-01,2.000000000000000042e-03
7.507200000000000983e+00,1.000404612383662295e+00,2.000000000000000042e-03
7.527600000000000513e+00,1.001688770380970706e+00,2.000000000000000042e-03
7.548000000000000931e+00,1.000022852111121408e+00,2.000000000000000042e-03
7.568400000000000460e+00,1.002657921180873934e+00,2.000000000000000042e-03
7.588800000000000878e+00,1.001713587965133101e+00,2.000000000000000042e-03
7.609200000000000408e+00,1.001683640133780084e+00,2.000000000000000042e-03
7.629600000000000826e+00,1.001108233002648173e+00,2.000000000000000042e-03
7.650000000000000355e+00,1.004655306200692211e+00,2.000000000000000042e-03
7.670400000000000773e+00,9.995896766222679419e-01,2.000000000000000042e-03
7.690800000000000303e+00,9.959929554158669651e-01,2.000000000000000042e-03
7.711200000000000720e+00,1.003208508723034242e+00,2.000000000000000042e-03
7.731600000000000250e+00,9.990846011380863922e-01,2.000000000000000042e-03
7.752000000000000668e+00,1.000215760888686134e+00,2.000000000000000042e-03
7.772400000000000198e+00,1.002619101369720989e+00,2.000000000000000042e-03
7.792800000000000615e+00,9.967954809178821707e-01,2.000000000000000042e-03
7.813200000000000145e+00,9.974967055717877118e-01,2.000000000000000042e-03
7.833600000000000563e+00,9.967974441257623219e-01,2.000000000000000042e-03
7.854000000000000981e+00,9.984117274199491021e-01,2.000000000000000042e-03
7.874400000000000510e+00,1.000879273212033960e+00,2.000000000000000042e-03
7.894800000000000928e+00,1.001048375685625436e+00,2.000000000000000042e-03
