time,mag,mag_err
1.437383770977140074e+01,1.183289557128544978e+01,2.000000000000000042e-02
1.484457549700625378e+01,1.207890559229465488e+01,2.000000000000000042e-02
1.485089532163985027e+01,1.205068648220083283e+01,2.000000000000000042e-02
1.491418639253897283e+01,1.210454556850637431e+01,2.000000000000000042e-02
1.505995479988548880e+01,1.213959371383962527e+01,2.000000000000000042e-02
1.516612067714738288e+01,1.217745367943796531e+01,2.000000000000000042e-02
1.516647302305840483e+01,1.220988671585705099e+01,2.000000000000000042e-02
1.529217525924747534e+01,1.216676942417187668e+01,2.000000000000000042e-02
1.597423359677661381e+01,1.208754382136923056e+01,2.000000000000000042e-02
1.605595827382712670e+01,1.207460611202758471e+01,2.000000000000000042e-02
1.615465798040342804e+01,1.208845857663972367e+01,2.000000000000000042e-02
1.629147718852711790e+01,1.206936016416828750e+01,2.000000000000000042e-02
1.670553672604640028e+01,1.198396625939505533e+01,2.000000000000000042e-02
1.798163237343007381e+01,1.178894653465927611e+01,2.000000000000000042e-02
1.800997709467352692e+01,1.177201608577517966e+01,2.000000000000000042e-02
1.802520488874421645e+01,1.182235013179374938e+01,2.000000000000000042e-02
1.818194560915881297e+01,1.189305931516460113e+01,2.000000000000000042e-02
1.838463475241161404e+01,1.201532162558589789e+01,2.000000000000000042e-02
1.839956945333231531e+01,1.199316003018468813e+01,2.000000000000000042e-02
1.863421182319169134e+01,1.212971644386733594e+01,2.000000000000000042e-02
1.882328832013463327e+01,1.215913855783305664e+01,2.000000000000000042e-02
1.908019187173693609e+01,1.214647287326874547e+01,2.000000000000000042e-02
1.932979858681350649e+01,1.211836095991530371e+01,2.000000000000000042e-02
1.938218077549240093e+01,1.209437443994059791e+01,2.000000000000000042e-02
1.963009247595934070e+01,1.207657638212824480e+01,2.000000000000000042e-02
1.979113699694484652e+01,1.211122319566322325e+01,2.000000000000000042e-02
1.996088755267949111e+01,1.207328847947517581e+01,2.000000000000000042e-02
2.031960500281310900e+01,1.202432005002919269e+01,2.000000000000000042e-02
2.040408404525038932e+01,1.202724182594301716e+01,2.000000000000000042e-02
2.065264001976157360e+01,1.193813678084234908e+01,2.000000000000000042e-02
2.076368634674870606e+01,1.193901645061781380e+01,2.000000000000000042e-02
2.132482662141072538e+01,1.179763050080017983e+01,2.000000000000000042e-02
2.167584354084945630e+01,1.179291075474900907e+01,2.000000000000000042e-02
2.178761703302109609e+01,1.181716114103940640e+01,2.000000000000000042e-02
2.217217863613240070e+01,1.206519406318181176e+01,2.000000000000000042e-02
2.224396768957515391e+01,1.208582293911400285e+01,2.000000000000000042e-02
2.230343716646509478e+01,1.208347631010917311e+01,2.000000000000000042e-02
2.233111635391223615e+01,1.209969510447149510e+01,2.000000000000000042e-02
2.252244102116782187e+01,1.217780876718108907e+01,2.000000000000000042e-02
2.257727016779520568e+01,1.217440863792994499e+01,2.000000000000000042e-02
2.261122688452694618e+01,1.212760033684360650e+01,2.000000000000000042e-02
2.275917745515406310e+01,1.218346763947674560e+01,2.000000000000000042e-02
2.276677029301874811e+01,1.216767334600456252e+01,2.000000000000000042e-02
2.283508581003256310e+01,1.217465979899717787e+01,2.000000000000000042e-02
2.325790806664372212e+01,1.210138451258649539e+01,2.000000000000000042e-02
2.370115291238621325e+01,1.206559624618622095e+01,2.000000000000000042e-02
2.389653358076223455e+01,1.201761073532172652e+01,2.000000000000000042e-02
2.414989788623889666e+01,1.205142357699882361e+01,2.000000000000000042e-02
2.465731692942778963e+01,1.190645103146606942e+01,2.000000000000000042e-02
2.469100940987849668e+01,1.193194553480111608e+01,2.000000000000000042e-02
2.469876899441330664e+01,1.188492457800187552e+01,2.000000000000000042e-02
2.513421905479111018e+01,1.177503679424152416e+01,2.000000000000000042e-02
2.559897023017549955e+01,1.184788632438853284e+01,2.000000000000000042e-02
2.569321478336888021e+01,1.192972710953273285e+01,2.000000000000000042e-02
2.579981171406978291e+01,1.202246154976545967e+01,2.000000000000000042e-02
2.608880474259533244e+01,1.211182826475664420e+01,2.000000000000000042e-02
2.641880803129125255e+01,1.218180431178023149e+01,2.000000000000000042e-02
2.666869257882679634e+01,1.213835614781856087e+01,2.000000000000000042e-02
2.670457835295879434e+01,1.210682412800137264e+01,2.000000000000000042e-02
2.739060299771216478e+01,1.206298809458351684e+01,2.000000000000000042e-02
2.744554188829304664e+01,1.205568918636994624e+01,2.000000000000000042e-02
2.795040210366749633e+01,1.198602230322453188e+01,2.000000000000000042e-02
2.797236151951734584e+01,1.197332429833941703e+01,2.000000000000000042e-02
2.806381300884576646e+01,1.195459986661451346e+01,2.000000000000000042e-02
2.807609717062324606e+01,1.196320063145063806e+01,2.000000000000000042e-02
2.875178969337748924e+01,1.176686403552973381e+01,2.000000000000000042e-02
2.981240612361025555e+01,1.211728415838948436e+01,2.000000000000000042e-02
3.027289553747719708e+01,1.214215699314600627e+01,2.000000000000000042e-02
3.046633417802099686e+01,1.213939237720530073e+01,2.000000000000000042e-02
3.058744859210538891e+01,1.208230969471850536e+01,2.000000000000000042e-02
3.078021496933250845e+01,1.210286766887039711e+01,2.000000000000000042e-02
3.084705879597083111e+01,1.208564457422930616e+01,2.000000000000000042e-02
3.089332921628221840e+01,1.207561559908069881e+01,2.000000000000000042e-02
3.093136014637626019e+01,1.210890512351878634e+01,2.000000000000000042e-02
3.112657404361769764e+01,1.205739796932319585e+01,2.000000000000000042e-02
3.114590918975940781e+01,1.209477982975367993e+01,2.000000000000000042e-02
3.117088919267153813e+01,1.204530220935280482e+01,2.000000000000000042e-02
3.126996774157343850e+01,1.205232879601179796e+01,2.000000000000000042e-02
3.139824917851063901e+01,1.201883438694513373e+01,2.000000000000000042e-02
3.142440647462881742e+01,1.200415750755611732e+01,2.000000000000000042e-02
3.216720254276233248e+01,1.188808310136887059e+01,2.000000000000000042e-02
3.230378279263467789e+01,1.182756673666384373e+01,2.000000000000000042e-02
3.237129953684607386e+01,1.182130811600808862e+01,2.000000000000000042e-02
3.246862928258932612e+01,1.178262136207387911e+01,2.000000000000000042e-02
3.285811195282411745e+01,1.179062310264566449e+01,2.000000000000000042e-02
3.313958926003582661e+01,1.196396685060648046e+01,2.000000000000000042e-02
3.320984112446954839e+01,1.200982006737994823e+01,2.000000000000000042e-02
3.382258345602415517e+01,1.217920259992322052e+01,2.000000000000000042e-02
3.402334910312374205e+01,1.211879390337407436e+01,2.000000000000000042e-02
3.418165646842847849e+01,1.211962626321018810e+01,2.000000000000000042e-02
3.418314887155663229e+01,1.208584991024838473e+01,2.000000000000000042e-02
3.439996305666725362e+01,1.211998953480158470e+01,2.000000000000000042e-02
3.441847076991138721e+01,1.208440905182084535e+01,2.000000000000000042e-02
3.446368489546836145e+01,1.206757738906966182e+01,2.000000000000000042e-02
3.474327446575525613e+01,1.207823707711487415e+01,2.000000000000000042e-02
3.483917183116935234e+01,1.208796334588136112e+01,2.000000000000000042e-02
3.539950158063661689e+01,1.194984962075889534e+01,2.000000000000000042e-02
3.541745893738288231e+01,1.195608060642599746e+01,2.000000000000000042e-02
3.542327207009110168e+01,1.196215772439792069e+01,2.000000000000000042e-02
3.568109222929671631e+01,1.190731805122422315e+01,2.000000000000000042e-02
3.589104403243278085e+01,1.187606556633911836e+01,2.000000000000000042e-02
3.622674151901192374e+01,1.175668303654586033e+01,2.000000000000000042e-02
3.630337522979107945e+01,1.175126296776437762e+01,2.000000000000000042e-02
3.656005544955598907e+01,1.182478038282200217e+01,2.000000000000000042e-02
3.664504713681157710e+01,1.183704310388401559e+01,2.000000000000000042e-02
3.675237625638184369e+01,1.192118970117662968e+01,2.000000000000000042e-02
3.719540758270808567e+01,1.211925414047224692e+01,2.000000000000000042e-02
3.733075376646976196e+01,1.213820856981632801e+01,2.000000000000000042e-02
3.750572799628001519e+01,1.212472063574307768e+01,2.000000000000000042e-02
3.759670915968726490e+01,1.218959847662803142e+01,2.000000000000000042e-02
3.768605129189440817e+01,1.213508345371494990e+01,2.000000000000000042e-02
3.770771687197744626e+01,1.214369795221861636e+01,2.000000000000000042e-02
3.775357526946062592e+01,1.213271995222442001e+01,2.000000000000000042e-02
3.777733097041221555e+01,1.213384325684508802e+01,2.000000000000000042e-02
3.791728348077111832e+01,1.211857459576809504e+01,2.000000000000000042e-02
3.811357103398279378e+01,1.214444782227212016e+01,2.000000000000000042e-02
3.827979484729993231e+01,1.207545948450756157e+01,2.000000000000000042e-02
3.832499796132617575e+01,1.206127354605022894e+01,2.000000000000000042e-02
3.838303001655157232e+01,1.206636024444408051e+01,2.000000000000000042e-02
3.849430231334884667e+01,1.204579972790885378e+01,2.000000000000000042e-02
3.867129738140847905e+01,1.205931490874607093e+01,2.000000000000000042e-02
3.904844660533371581e+01,1.200368352278188944e+01,2.000000000000000042e-02
3.943463479624401913e+01,1.189698984773724710e+01,2.000000000000000042e-02
3.946564380231086488e+01,1.187978923061243641e+01,2.000000000000000042e-02
3.948156489670354574e+01,1.189589100636013619e+01,2.000000000000000042e-02
3.955650039654379668e+01,1.190762836824771398e+01,2.000000000000000042e-02
3.967148766089695044e+01,1.178504153727629600e+01,2.000000000000000042e-02
3.973288430030722651e+01,1.183172966257223635e+01,2.000000000000000042e-02
3.974677329685523119e+01,1.179527645750341058e+01,2.000000000000000042e-02
4.030590975667709586e+01,1.185379333488884690e+01,2.000000000000000042e-02
4.045205942611266892e+01,1.189078538941539875e+01,2.000000000000000042e-02
4.058701462876729948e+01,1.198936098049806098e+01,2.000000000000000042e-02
4.058827199991560519e+01,1.196570504159157267e+01,2.000000000000000042e-02
4.067242251403856557e+01,1.202519964001367114e+01,2.000000000000000042e-02
4.102106240037262097e+01,1.218928305258277867e+01,2.000000000000000042e-02
4.152192725291035202e+01,1.214233660174580720e+01,2.000000000000000042e-02
4.265289319179201755e+01,1.199223385879870740e+01,2.000000000000000042e-02
4.302515425686737416e+01,1.192517641027066233e+01,2.000000000000000042e-02
4.325836750859864566e+01,1.184132571059209837e+01,2.000000000000000042e-02
4.332283997559323296e+01,1.184996259720591816e+01,2.000000000000000042e-02
4.355096523306522727e+01,1.178697899454904885e+01,2.000000000000000042e-02
4.363948660431263704e+01,1.176937074559319285e+01,2.000000000000000042e-02
4.379935494012389796e+01,1.176820252259508237e+01,2.000000000000000042e-02
4.450625684171142638e+01,1.208643217625899524e+01,2.000000000000000042e-02
4.456604509290237104e+01,1.212878692086321664e+01,2.000000000000000042e-02
4.489989377387515646e+01,1.216110111769448920e+01,2.000000000000000042e-02
4.507949519129567051e+01,1.216811260666707994e+01,2.000000000000000042e-02
4.516392818202034221e+01,1.216948627471074929e+01,2.000000000000000042e-02
4.517865021586523966e+01,1.212775792165994559e+01,2.000000000000000042e-02
4.544759438293212384e+01,1.209425986110588447e+01,2.000000000000000042e-02
4.579085708408887712e+01,1.208443196265213437e+01,2.000000000000000042e-02
4.584180530630811745e+01,1.206745738546875835e+01,2.000000000000000042e-02
4.591484299671135716e+01,1.205466156033514302e+01,2.000000000000000042e-02
4.601154940428931894e+01,1.205314840711371360e+01,2.000000000000000042e-02
4.654114141471161048e+01,1.195360679586309693e+01,2.000000000000000042e-02
4.658841144391479361e+01,1.197951634871336601e+01,2.000000000000000042e-02
4.662694854319092030e+01,1.195907362025119802e+01,2.000000000000000042e-02
4.755971515282518425e+01,1.178605440613985245e+01,2.000000000000000042e-02
4.758141948588204428e+01,1.178290258666771706e+01,2.000000000000000042e-02
4.782416572512277497e+01,1.188126442237687108e+01,2.000000000000000042e-02
4.782761477076778078e+01,1.187886967107793446e+01,2.000000000000000042e-02
4.784749052197999930e+01,1.190486058812340886e+01,2.000000000000000042e-02
4.797221828328856930e+01,1.197509134426013055e+01,2.000000000000000042e-02
4.809986430551239778e+01,1.206418697235490534e+01,2.000000000000000042e-02
4.812219467983702970e+01,1.207088014156896350e+01,2.000000000000000042e-02
4.821076194781969804e+01,1.208339636521144378e+01,2.000000000000000042e-02
4.836234883572652876e+01,1.215493489125364590e+01,2.000000000000000042e-02
4.863160981903470770e+01,1.213236574703221926e+01,2.000000000000000042e-02
4.869524416480504669e+01,1.214021402879606626e+01,2.000000000000000042e-02
4.891330729750630013e+01,1.212091186551121424e+01,2.000000000000000042e-02
4.891537667970273873e+01,1.208508193331499569e+01,2.000000000000000042e-02
4.898028622914453933e+01,1.212235865004712920e+01,2.000000000000000042e-02
4.927370510296597672e+01,1.210617884811982847e+01,2.000000000000000042e-02
4.943312934012085691e+01,1.208851057663980910e+01,2.000000000000000042e-02
4.954600690212795655e+01,1.207058296121894614e+01,2.000000000000000042e-02
4.980286378810473735e+01,1.203160630803972708e+01,2.000000000000000042e-02
4.983315193579103664e+01,1.201448903075063335e+01,2.000000000000000042e-02
4.996765860012405369e+01,1.200720064636852769e+01,2.000000000000000042e-02
5.041012902950338059e+01,1.193465646967156069e+01,2.000000000000000042e-02
5.058150401049517342e+01,1.190483851208104049e+01,2.000000000000000042e-02
5.070445925247317831e+01,1.183992278787980013e+01,2.000000000000000042e-02
5.082901478195216072e+01,1.182715083650279908e+01,2.000000000000000042e-02
5.124054428051071142e+01,1.177973702267039080e+01,2.000000000000000042e-02
5.176855409512408102e+01,1.203977686660392799e+01,2.000000000000000042e-02
5.203640325434135860e+01,1.213978574580558778e+01,2.000000000000000042e-02
5.228036260157283976e+01,1.217425335666200858e+01,2.000000000000000042e-02
5.236855251388646337e+01,1.212222985581612988e+01,2.000000000000000042e-02
5.241320672377571555e+01,1.215964566244169909e+01,2.000000000000000042e-02
5.244462156897026972e+01,1.215148323467342983e+01,2.000000000000000042e-02
5.257312848655625714e+01,1.213678017530818387e+01,2.000000000000000042e-02
5.266148199897200755e+01,1.212983307901562391e+01,2.000000000000000042e-02
5.269127156509682663e+01,1.210654269371791791e+01,2.000000000000000042e-02
5.281992923884971702e+01,1.210586067373729513e+01,2.000000000000000042e-02
5.295724319411509384e+01,1.211678980376732007e+01,2.000000000000000042e-02
5.303534788332879657e+01,1.210805174950410290e+01,2.000000000000000042e-02
5.304341365178819956e+01,1.210302897501748731e+01,2.000000000000000042e-02
5.357686549144737143e+01,1.199654222118396518e+01,2.000000000000000042e-02
5.379243142296004976e+01,1.200558916646075858e+01,2.000000000000000042e-02
5.379520384555077328e+01,1.201784422341723158e+01,2.000000000000000042e-02
5.383282805817452754e+01,1.200957041975749817e+01,2.000000000000000042e-02
5.423500729175560764e+01,1.192079312810822955e+01,2.000000000000000042e-02
5.438354192401541809e+01,1.183980878628598887e+01,2.000000000000000042e-02
5.455075883943300852e+01,1.183439457296055330e+01,2.000000000000000042e-02
5.480129169186272975e+01,1.176282392430177204e+01,2.000000000000000042e-02
5.492786382743449280e+01,1.172381145766290444e+01,2.000000000000000042e-02
5.493812610604394564e+01,1.178393517995433726e+01,2.000000000000000042e-02
5.503006639157113256e+01,1.177196378241000296e+01,2.000000000000000042e-02
5.536557457010805194e+01,1.195607258313039090e+01,2.000000000000000042e-02
5.567434108467146103e+01,1.211996029575849221e+01,2.000000000000000042e-02
5.600516353844571427e+01,1.218692539151882492e+01,2.000000000000000042e-02
5.630047721187683862e+01,1.212071761045472229e+01,2.000000000000000042e-02
5.635079752145286847e+01,1.212856032506523718e+01,2.000000000000000042e-02
5.668827178841045367e+01,1.213730045216840203e+01,2.000000000000000042e-02
5.669689026869877324e+01,1.213372181024413621e+01,2.000000000000000042e-02
5.688744368464888623e+01,1.208404541361390550e+01,2.000000000000000042e-02
5.705629173491098527e+01,1.205836986469797978e+01,2.000000000000000042e-02
5.712236944245133685e+01,1.202732095319745298e+01,2.000000000000000042e-02
5.760425502157056599e+01,1.196579237015302510e+01,2.000000000000000042e-02
5.768105068418741865e+01,1.197704106962025428e+01,2.000000000000000042e-02
5.802889412384206480e+01,1.189651678586022499e+01,2.000000000000000042e-02
5.806968306292928617e+01,1.187772397941891889e+01,2.000000000000000042e-02
5.829364250769480549e+01,1.182257548650643386e+01,2.000000000000000042e-02
5.872487306467329660e+01,1.178454603491758590e+01,2.000000000000000042e-02
5.882368505283536564e+01,1.184033659863659338e+01,2.000000000000000042e-02
5.933760886091309317e+01,1.213525975095381604e+01,2.000000000000000042e-02
5.973001700606356223e+01,1.217105185829821679e+01,2.000000000000000042e-02
5.980626990187882086e+01,1.217267724443196286e+01,2.000000000000000042e-02
